Image URL,Web page URL,Subset,Labels
https://d3d00swyhr67nd.cloudfront.net/w550/NY/NY_YAG_YORAG_66.jpg,https://artuk.org/discover/artworks/a-bather-7936,'test',' chair'
https://d3d00swyhr67nd.cloudfront.net/w550/LW/LW_NARM_131900.jpg,https://artuk.org/discover/artworks/a-battery-of-the-royal-horse-artillery-galloping-to-a-fresh-position-182844,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/SYO/SYO_CG_CP_TR_156.jpg,https://artuk.org/discover/artworks/a-bavarian-lake-with-fishing-boats-68811,'test',' boat'
https://d3d00swyhr67nd.cloudfront.net/w550/ESX/ESX_AM_262.jpg,https://artuk.org/discover/artworks/a-bay-horse-4097,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/KT/KT_MMB_06_029.jpg,https://artuk.org/discover/artworks/a-bay-horse-76966,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NG/NG_NG_NG983.jpg,https://artuk.org/discover/artworks/a-bay-horse-a-cow-a-goat-and-three-sheep-near-a-building-113901,'test',' cow horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTI/NTI_TRR_337062.jpg,https://artuk.org/discover/artworks/a-bay-horse-and-a-pony-in-a-landscape-101086,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTIII/NTIII_CAL_290260.jpg,https://artuk.org/discover/artworks/a-bay-horse-called-fleacatcher-169526,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTI/NTI_PNC_1420370.jpg,https://artuk.org/discover/artworks/a-bay-horse-chance-and-a-jockey-102326,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/ESX/ESX_AM_258.jpg,https://artuk.org/discover/artworks/a-bay-horse-in-a-landscape-3778,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/ESX/ESX_AM_590.jpg,https://artuk.org/discover/artworks/a-bay-horse-in-a-landscape-4061,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTIV/NTIV_UPP_138312.jpg,https://artuk.org/discover/artworks/a-bay-horse-in-a-landscape-with-his-groom-and-two-hounds-220307,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTIII/NTIII_CAL_290484.jpg,https://artuk.org/discover/artworks/a-bay-horse-in-a-stable-169372,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTIV/NTIV_KHA_445331.jpg,https://artuk.org/discover/artworks/a-bay-horse-in-a-stable-220614,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/ESX/ESX_AM_184.jpg,https://artuk.org/discover/artworks/a-bay-horse-in-a-stable-3599,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/SFK/SFK_BSA_1986_004.jpg,https://artuk.org/discover/artworks/a-bay-horse-in-a-wooded-landscape-11244,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/ESX/ESX_AM_455.jpg,https://artuk.org/discover/artworks/a-bay-horse-near-a-building-3946,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTIII/NTIII_FEL_1401221.jpg,https://artuk.org/discover/artworks/a-bay-horse-pony-bloodhound-and-dachshund-outside-felbrigg-hall-171257,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTII/NTII_SKH_1196043.jpg,https://artuk.org/discover/artworks/a-bay-hunter-and-a-pug-dog-in-a-landscape-132043,'test',' dog'
https://d3d00swyhr67nd.cloudfront.net/w550/NG/NG_NG_NG818.jpg,https://artuk.org/discover/artworks/a-beach-scene-with-fishermen-113903,'test',' boat'
https://d3d00swyhr67nd.cloudfront.net/w550/STF/STF_WAG_OP536.jpg,https://artuk.org/discover/artworks/a-belgian-school-19183,'test',' chair diningtable'
https://d3d00swyhr67nd.cloudfront.net/w550/VA/VA_PC_2007BP2389.jpg,https://artuk.org/discover/artworks/a-bird-32686,'train',' bird'
https://d3d00swyhr67nd.cloudfront.net/w550/LAN/LAN_TURT_PCF21.jpg,https://artuk.org/discover/artworks/a-bird-in-a-tree-152732,'validation',' bird'
https://d3d00swyhr67nd.cloudfront.net/w550/CDN/CDN_LBCN_426.jpg,https://artuk.org/discover/artworks/a-bird-in-half-123669,'test',' bird'
https://d3d00swyhr67nd.cloudfront.net/w550/NTI/NTI_LDK_884912.jpg,https://artuk.org/discover/artworks/a-black-dog-100725,'test',' dog'
https://d3d00swyhr67nd.cloudfront.net/w550/SYO/SYO_BHA_90009742.jpg,https://artuk.org/discover/artworks/a-black-dog-68634,'train',' dog'
https://d3d00swyhr67nd.cloudfront.net/w550/ESX/ESX_AM_443.jpg,https://artuk.org/discover/artworks/a-black-horse-at-newmarket-3596,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTII/NTII_ATT_609052.jpg,https://artuk.org/discover/artworks/a-black-horse-called-bishop-with-his-groom-in-a-landscape-131049,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTIII/NTIII_ERH_201463.jpg,https://artuk.org/discover/artworks/a-black-horse-in-a-courtyard-167313,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/TATE/TATE_TATE_T00888_10.jpg,https://artuk.org/discover/artworks/a-black-horse-with-two-dogs-201729,'test',' dog horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTII/NTII_LYP_500458.jpg,https://artuk.org/discover/artworks/a-black-scottie-dog-called-mr-black-132621,'validation',' dog'
https://d3d00swyhr67nd.cloudfront.net/w550/NY/NY_YAG_YORAG_37_b.jpg,https://artuk.org/discover/artworks/a-blenheim-spaniel-8707,'train',' dog'
https://d3d00swyhr67nd.cloudfront.net/w550/KT/KT_MMB_06_014.jpg,https://artuk.org/discover/artworks/a-boat-at-sea-the-rescue-76602,'test',' boat'
https://d3d00swyhr67nd.cloudfront.net/w550/NMM/NMM_NMMG_BHC1081.jpg,https://artuk.org/discover/artworks/a-boat-attack-on-a-lugger-172712,'train',' boat'
https://d3d00swyhr67nd.cloudfront.net/w550/NWM/NWM_BSI_PCF2.jpg,https://artuk.org/discover/artworks/a-boat-in-barmouth-harbour-and-estuary-178320,'test',' boat'
https://d3d00swyhr67nd.cloudfront.net/w550/ES/ES_BRHM_BRM_FA000107.jpg,https://artuk.org/discover/artworks/a-boat-moored-before-a-walled-farm-75566,'train',' boat'
https://d3d00swyhr67nd.cloudfront.net/w550/NTS/NTS_HAD_79_71.jpg,https://artuk.org/discover/artworks/a-boat-off-shore-196864,'train',' boat'
https://d3d00swyhr67nd.cloudfront.net/w550/PKA/PKA_PKC_1_63D.jpg,https://artuk.org/discover/artworks/a-boat-on-the-tay-at-kinfauns-128991,'train',' boat'
https://d3d00swyhr67nd.cloudfront.net/w550/CSF/CSF_STG_18002_032.jpg,https://artuk.org/discover/artworks/a-boat-on-the-water-127581,'train',' boat'
https://d3d00swyhr67nd.cloudfront.net/w550/WMR/WMR_RAA_PL000534.jpg,https://artuk.org/discover/artworks/a-boat-passing-a-lock-148679,'validation',' boat'
https://d3d00swyhr67nd.cloudfront.net/w550/NY/NY_YAG_YORAG_19.jpg,https://artuk.org/discover/artworks/a-bouquet-of-roses-8059,'train',' diningtable'
https://d3d00swyhr67nd.cloudfront.net/w550/NG/NG_NG_NG6358.jpg,https://artuk.org/discover/artworks/a-bowl-of-flowers-113914,'train',' diningtable'
https://d3d00swyhr67nd.cloudfront.net/w550/NTS/NTS_BROE_73_23.jpg,https://artuk.org/discover/artworks/a-bowl-of-fruit-and-silver-on-a-table-196071,'test',' diningtable'
https://d3d00swyhr67nd.cloudfront.net/w550/ABD/ABD_AAG_ag012121.jpg,https://artuk.org/discover/artworks/a-boy-107493,'train',' chair'
https://d3d00swyhr67nd.cloudfront.net/w550/WAR/WAR_COMP_92.jpg,https://artuk.org/discover/artworks/a-boy-aged-two-54720,'test',' bird diningtable'
https://d3d00swyhr67nd.cloudfront.net/w550/NGS/NGS_NGS_NG_1193_F.jpg,https://artuk.org/discover/artworks/a-boy-and-a-girl-with-a-collie-dog-standing-by-a-stream-study-for-the-covenanters-baptism-214375,'test',' dog'
https://d3d00swyhr67nd.cloudfront.net/w550/NTII/NTII_TTT_1298858.jpg,https://artuk.org/discover/artworks/a-boy-and-a-horse-131453,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTII/NTII_QBM_1452204.jpg,https://artuk.org/discover/artworks/a-boy-herding-cows-outside-a-church-130590,'train',' cow'
https://d3d00swyhr67nd.cloudfront.net/w550/NG/NG_NG_NG2548.jpg,https://artuk.org/discover/artworks/a-boy-holding-a-grey-horse-113916,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTIII/NTIII_BLI_355576.jpg,https://artuk.org/discover/artworks/a-boy-leading-a-horse-171150,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NG/NG_NG_NG3591.jpg,https://artuk.org/discover/artworks/a-boy-seated-drawing-113917,'train',' chair'
https://d3d00swyhr67nd.cloudfront.net/w550/DUR/DUR_DBM_533.jpg,https://artuk.org/discover/artworks/a-boy-sitting-on-a-dogs-back-44361,'train',' dog'
https://d3d00swyhr67nd.cloudfront.net/w550/NG/NG_NG_NG933.jpg,https://artuk.org/discover/artworks/a-boy-with-a-bird-113918,'test',' bird'
https://d3d00swyhr67nd.cloudfront.net/w550/NTIII/NTIII_ICK_851702.jpg,https://artuk.org/discover/artworks/a-boy-with-a-dog-171856,'train',' dog'
https://d3d00swyhr67nd.cloudfront.net/w550/LSW/LSW_RBGM_MN_CD1_059.jpg,https://artuk.org/discover/artworks/a-brazilian-climbing-shrub-and-humming-birds-87613,'train',' bird'
https://d3d00swyhr67nd.cloudfront.net/w550/NOT/NOT_NCMG_1930_20.jpg,https://artuk.org/discover/artworks/a-break-in-the-storm-glen-lyon-perthshire-46949,'train',' sheep'
https://d3d00swyhr67nd.cloudfront.net/w550/NY/NY_SMG_233.jpg,https://artuk.org/discover/artworks/a-breezy-day-scarborough-9210,'validation',' boat'
https://d3d00swyhr67nd.cloudfront.net/w550/NTIII/NTIII_CAL_TEMP4.jpg,https://artuk.org/discover/artworks/a-brindled-shorthorn-cow-bred-at-calke-169577,'train',' cow'
https://d3d00swyhr67nd.cloudfront.net/w550/NTI/NTI_STM_872098.jpg,https://artuk.org/discover/artworks/a-british-warship-firing-salvoes-in-a-calm-with-other-boats-101544,'test',' boat'
https://d3d00swyhr67nd.cloudfront.net/w550/NG/NG_NG_NG1683.jpg,https://artuk.org/discover/artworks/a-brown-and-white-skewbald-horse-with-a-saddle-beside-it-113920,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/ES/ES_BRHM_BPV_001084.jpg,https://artuk.org/discover/artworks/a-brown-cow-75028,'train',' cow'
https://d3d00swyhr67nd.cloudfront.net/w550/SYO/SYO_BHA_90009745.jpg,https://artuk.org/discover/artworks/a-brown-dog-with-a-collar-68637,'train',' dog'
https://d3d00swyhr67nd.cloudfront.net/w550/NTI/NTI_PNC_1420372.jpg,https://artuk.org/discover/artworks/a-brown-horse-a-spaniel-and-a-groom-102328,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTII/NTII_SGB_1271092.jpg,https://artuk.org/discover/artworks/a-brown-horse-in-a-landscape-132364,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTIV/NTIV_HARTM_TEMP13.jpg,https://artuk.org/discover/artworks/a-brown-horse-in-a-stable-with-a-cat-and-mouse-220513,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/CW/CW_DCL_1615.jpg,https://artuk.org/discover/artworks/a-bugler-in-the-duke-of-cornwalls-light-infantry-13751,'validation',' diningtable'
https://d3d00swyhr67nd.cloudfront.net/w550/NTIV/NTIV_PET_485151.jpg,https://artuk.org/discover/artworks/a-bull-and-cows-in-a-landscape-219624,'validation',' cow'
https://d3d00swyhr67nd.cloudfront.net/w550/NY/NY_YAG_YORAG_330.jpg,https://artuk.org/discover/artworks/a-burning-town-by-moonlight-with-travellers-8660,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTII/NTII_DMS_814210.jpg,https://artuk.org/discover/artworks/a-calm-estuary-with-fishing-boats-and-a-man-o-war-firing-a-salute-132441,'train',' boat'
https://d3d00swyhr67nd.cloudfront.net/w550/LLR/LLR_LAMS_L_F3_1891_0_0.jpg,https://artuk.org/discover/artworks/a-calm-on-the-kel-near-dordrecht-the-netherlands-81157,'train',' boat'
https://d3d00swyhr67nd.cloudfront.net/w550/NTI/NTI_LLN_461461.jpg,https://artuk.org/discover/artworks/a-calm-sea-with-three-small-sailing-boats-101103,'test',' boat'
https://d3d00swyhr67nd.cloudfront.net/w550/CW/CW_MTE_21.jpg,https://artuk.org/discover/artworks/a-calm-sea-with-two-fishing-boats-a-man-of-war-firing-a-salute-beyond-14816,'train',' boat'
https://d3d00swyhr67nd.cloudfront.net/w550/CW/CW_MTE_22.jpg,https://artuk.org/discover/artworks/a-calm-sea-with-two-fishing-boats-and-a-third-beached-14817,'train',' boat'
https://d3d00swyhr67nd.cloudfront.net/w550/BBO/BBO_CHQ_193.jpg,https://artuk.org/discover/artworks/a-canal-in-a-dutch-town-with-figures-fishing-56106,'train',' boat dog'
https://d3d00swyhr67nd.cloudfront.net/w550/GAC/GAC_GAC_1842.jpg,https://artuk.org/discover/artworks/a-carter-and-his-horse-28139,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NMM/NMM_NMMG_BHC1604.jpg,https://artuk.org/discover/artworks/a-catalina-flying-boat-sighting-the-bismarck-20-may-1941-176083,'test',' boat'
https://d3d00swyhr67nd.cloudfront.net/w550/WMR/WMR_APH_N070467.jpg,https://artuk.org/discover/artworks/a-cavalier-with-a-grey-horse-144110,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTII/NTII_ARGY_564856.jpg,https://artuk.org/discover/artworks/a-cavalier-with-a-horse-and-a-dog-130034,'test',' dog horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTIII/NTIII_ANG_515824.jpg,https://artuk.org/discover/artworks/a-cavalry-officer-with-his-horse-170246,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTIV/NTIV_CAR_154006.jpg,https://artuk.org/discover/artworks/a-chelsea-interior-the-carlyles-at-home-with-their-dog-nero-218859,'test',' dog'
https://d3d00swyhr67nd.cloudfront.net/w550/NTIII/NTIII_CAL_290442.jpg,https://artuk.org/discover/artworks/a-chestnut-horse-in-a-landscape-169478,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/ESX/ESX_AM_416.jpg,https://artuk.org/discover/artworks/a-chestnut-horse-in-a-landscape-3621,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NML/NML_WARG_WAG_2347.jpg,https://artuk.org/discover/artworks/a-chestnut-horse-in-a-landscape-97435,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/ESX/ESX_AM_113.jpg,https://artuk.org/discover/artworks/a-chestnut-horse-in-a-landscape-happy-laughter-3712,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTII/NTII_LYP_500008.jpg,https://artuk.org/discover/artworks/a-chestnut-horse-in-a-stable-132585,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTII/NTII_LYP_500007.jpg,https://artuk.org/discover/artworks/a-chestnut-horse-in-a-stable-132584,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTIV/NTIV_KHA_445333.jpg,https://artuk.org/discover/artworks/a-chestnut-horse-in-a-stable-220616,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/ESX/ESX_AM_451.jpg,https://artuk.org/discover/artworks/a-chestnut-horse-in-a-stable-3942,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTI/NTI_ANT_353115.jpg,https://artuk.org/discover/artworks/a-chestnut-horse-on-a-lunge-99211,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/WAR/WAR_HERB_305.jpg,https://artuk.org/discover/artworks/a-chestnut-hunter-in-a-landscape-55223,'validation',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/CHE/CHE_WAGA_1978_224.jpg,https://artuk.org/discover/artworks/a-child-and-a-boat-104200,'test',' boat'
https://d3d00swyhr67nd.cloudfront.net/w550/NTII/NTII_UPH_446720.jpg,https://artuk.org/discover/artworks/a-child-holding-a-dog-131972,'test',' dog'
https://d3d00swyhr67nd.cloudfront.net/w550/NTI/NTI_DYP_453798.jpg,https://artuk.org/discover/artworks/a-child-with-his-pony-and-a-dog-at-dyrham-park-gloucestershire-99901,'train',' dog'
https://d3d00swyhr67nd.cloudfront.net/w550/VA/VA_PC_2007BN6088.jpg,https://artuk.org/discover/artworks/a-chinese-dignitary-in-a-boat-32249,'train',' boat'
https://d3d00swyhr67nd.cloudfront.net/w550/STF/STF_WAG_OP708.jpg,https://artuk.org/discover/artworks/a-choppy-day-in-the-channel-19396,'test',' boat'
https://d3d00swyhr67nd.cloudfront.net/w550/TWMS/TWMS_SAG_TWCMS_C7373.jpg,https://artuk.org/discover/artworks/a-chorus-of-birds-35556,'test',' bird'
https://d3d00swyhr67nd.cloudfront.net/w550/NTII/NTII_ATT_608999.jpg,https://artuk.org/discover/artworks/a-classical-landscape-with-two-shepherds-and-sheep-131010,'train',' sheep'
https://d3d00swyhr67nd.cloudfront.net/w550/LAN/LAN_HARR_PRSMG_P14.jpg,https://artuk.org/discover/artworks/a-clear-day-shooter-and-dogs-151880,'train',' dog'
https://d3d00swyhr67nd.cloudfront.net/w550/STC/STC_SLK_419.jpg,https://artuk.org/discover/artworks/a-clydesdale-horse-190694,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/CDNII/CDNII_KEN_J910563.jpg,https://artuk.org/discover/artworks/a-coast-scene-with-fishermen-hauling-a-boat-ashore-191845,'test',' boat'
https://d3d00swyhr67nd.cloudfront.net/w550/NTI/NTI_TYD_13756.jpg,https://artuk.org/discover/artworks/a-coast-scene-with-fishing-boats-100792,'test',' boat'
https://d3d00swyhr67nd.cloudfront.net/w550/NOT/NOT_NOCCH_CH0021.jpg,https://artuk.org/discover/artworks/a-coastal-scene-with-a-cliff-a-fishing-boat-and-a-merchantman-in-a-storm-46364,'test',' bird boat'
https://d3d00swyhr67nd.cloudfront.net/w550/NMM/NMM_NMMG_BHC1266.jpg,https://artuk.org/discover/artworks/a-coasting-smack-and-a-fishing-boat-in-the-river-gannell-172816,'test',' boat'
https://d3d00swyhr67nd.cloudfront.net/w550/NG/NG_NG_NG2541.jpg,https://artuk.org/discover/artworks/a-cobbler-113931,'train',' dog'
https://d3d00swyhr67nd.cloudfront.net/w550/WLC/WLC_WLC_P83.jpg,https://artuk.org/discover/artworks/a-cockerel-with-other-birds-209719,'train',' bird'
https://d3d00swyhr67nd.cloudfront.net/w550/DUR/DUR_DRM_1998_64.jpg,https://artuk.org/discover/artworks/a-collecting-dog-45802,'validation',' dog'
https://d3d00swyhr67nd.cloudfront.net/w550/NY/NY_MAG_HARAG_101.jpg,https://artuk.org/discover/artworks/a-coming-storm-8874,'test',' bird horse'
https://d3d00swyhr67nd.cloudfront.net/w550/SFK/SFK_CCM_R_1993_68_3.jpg,https://artuk.org/discover/artworks/a-common-lot-with-a-pony-donkeys-and-sheep-11536,'test',' sheep'
https://d3d00swyhr67nd.cloudfront.net/w550/NTIV/NTIV_PET_486196.jpg,https://artuk.org/discover/artworks/a-concert-of-birds-i-219706,'train',' bird'
https://d3d00swyhr67nd.cloudfront.net/w550/NTIV/NTIV_PET_486277.jpg,https://artuk.org/discover/artworks/a-concert-of-birds-ii-219785,'test',' bird'
https://d3d00swyhr67nd.cloudfront.net/w550/CW/CW_RCM_TRURI_1921_31.jpg,https://artuk.org/discover/artworks/a-concert-party-14320,'train',' chair'
https://d3d00swyhr67nd.cloudfront.net/w550/LLR/LLR_LAMS_L_F10_1882_0_0.jpg,https://artuk.org/discover/artworks/a-cool-retreat-80894,'train',' sheep'
https://d3d00swyhr67nd.cloudfront.net/w550/LLR/LLR_LCNUG_1927_49.jpg,https://artuk.org/discover/artworks/a-corner-of-old-venice-81839,'train',' boat'
https://d3d00swyhr67nd.cloudfront.net/w550/STF/STF_WEDSD_P_107.jpg,https://artuk.org/discover/artworks/a-corner-of-the-farmyard-19931,'test',' bird cow dog sheep'
https://d3d00swyhr67nd.cloudfront.net/w550/NG/NG_NG_NG861.jpg,https://artuk.org/discover/artworks/a-cottage-by-a-river-with-a-distant-view-of-a-castle-113939,'train',' cow'
https://d3d00swyhr67nd.cloudfront.net/w550/NY/NY_MAG_HARAG_94.jpg,https://artuk.org/discover/artworks/a-cottage-interior-8904,'test',' diningtable'
https://d3d00swyhr67nd.cloudfront.net/w550/NOT/NOT_NCMG_1911_50.jpg,https://artuk.org/discover/artworks/a-country-fair-47206,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/GMI/GMI_TORO_1029.jpg,https://artuk.org/discover/artworks/a-country-horse-fair-at-hinderwell-north-yorkshire-89893,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTIII/NTIII_ANG_515514_6.jpg,https://artuk.org/discover/artworks/a-country-lane-with-herdsman-a-cow-and-sheep-169831,'train',' cow sheep'
https://d3d00swyhr67nd.cloudfront.net/w550/NWM/NWM_SCP_SCO_FA_OP_102.jpg,https://artuk.org/discover/artworks/a-country-man-with-a-dog-181773,'train',' dog'
https://d3d00swyhr67nd.cloudfront.net/w550/LSE/LSE_DPG_DPG343.jpg,https://artuk.org/discover/artworks/a-cow-200197,'test',' cow'
https://d3d00swyhr67nd.cloudfront.net/w550/ESX/ESX_AM_42.jpg,https://artuk.org/discover/artworks/a-cow-and-a-figure-in-a-stable-3673,'test',' cow'
https://d3d00swyhr67nd.cloudfront.net/w550/VA/VA_PC_2007BP1195.jpg,https://artuk.org/discover/artworks/a-cow-and-sheep-32603,'test',' cow sheep'
https://d3d00swyhr67nd.cloudfront.net/w550/ES/ES_BRHM_BPV_001088.jpg,https://artuk.org/discover/artworks/a-cow-eating-75034,'train',' cow'
https://d3d00swyhr67nd.cloudfront.net/w550/BRM/BRM_BMAG_1935P72.jpg,https://artuk.org/discover/artworks/a-cow-lying-on-the-ground-33801,'train',' cow'
https://d3d00swyhr67nd.cloudfront.net/w550/NG/NG_NG_NG2130.jpg,https://artuk.org/discover/artworks/a-cowherd-passing-a-horse-and-cart-in-a-stream-113943,'test',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/CW/CW_CCC_CCP067.jpg,https://artuk.org/discover/artworks/a-cricket-match-14567,'validation',' chair'
https://d3d00swyhr67nd.cloudfront.net/w550/WAR/WAR_HERB_197.jpg,https://artuk.org/discover/artworks/a-cup-of-tea-55112,'test',' chair'
https://d3d00swyhr67nd.cloudfront.net/w550/NTI/NTI_GNY_121365.jpg,https://artuk.org/discover/artworks/a-dandy-dinmont-called-scotty-monty-millers-dog-100282,'train',' dog'
https://d3d00swyhr67nd.cloudfront.net/w550/TWMS/TWMS_LAG_TWCMS_G3858.jpg,https://artuk.org/discover/artworks/a-dapple-grey-horse-36177,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTII/NTII_DMS_814197.jpg,https://artuk.org/discover/artworks/a-dapple-grey-horse-with-dogs-beside-a-wall-132428,'test',' dog horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTIII/NTIII_NOST_959471_1.jpg,https://artuk.org/discover/artworks/a-dappled-stallion-with-a-dog-in-a-stable-170648,'validation',' dog'
https://d3d00swyhr67nd.cloudfront.net/w550/ESX/ESX_AM_448.jpg,https://artuk.org/discover/artworks/a-dark-bay-horse-in-a-landscape-3939,'train',' horse'
https://d3d00swyhr67nd.cloudfront.net/w550/NTIII/NTIII_WIM_207921.jpg,https://artuk.org/discover/artworks/a-dark-chestnut-horse-in-a-stable-171732,'test',' horse'
N/A,https://artuk.org/discover/artworks/a-dead-whale-on-a-store-boat-154512,'train',' boat'
